3005,2019-10-21T07:18:00Z,AirQualityObserved,43.4687,-3.78775,115.0,28.0,,,17.2,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3005.csv
3032,2019-10-21T07:17:49Z,AirQualityObserved,43.4745,-3.78537,19.0,4.0,,,15.1,0.2,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3032.csv
3006,2019-10-21T07:17:39Z,AirQualityObserved,43.4553,-3.83414,116.0,10.0,,,17.5,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3006.csv
3054,2019-10-21T07:17:39Z,AirQualityObserved,43.4635,-3.78938,114.0,104.0,,,15.5,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3054.csv
3015,2019-10-21T07:17:29Z,AirQualityObserved,43.4579,-3.84603,114.0,121.0,,,13.0,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3015.csv
3055,2019-10-21T07:17:23Z,AirQualityObserved,43.4634,-3.82289,115.0,30.0,,,15.7,0.2,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3055.csv
3042,2019-10-21T07:17:23Z,AirQualityObserved,43.4624,-3.79808,370.0,613.0,,,16.4,41.3,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3042.csv
3057,2019-10-21T07:17:23Z,AirQualityObserved,43.4642,-3.79665,114.0,120.0,,,13.9,0.2,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3057.csv
3077,2019-10-21T07:17:18Z,AirQualityObserved,43.4546,-3.84264,114.0,111.0,,,15.8,0.2,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3077.csv
3078,2019-10-21T07:16:58Z,AirQualityObserved,43.4778,-3.7913,115.0,121.0,,,15.9,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3078.csv
3119,2019-10-21T07:16:53Z,AirQualityObserved,43.4623,-3.79764,93.0,19.0,,,18.2,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3119.csv
3035,2019-10-21T07:16:53Z,AirQualityObserved,43.4556,-3.83376,116.0,45.0,,,14.5,0.2,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3035.csv
3001,2019-10-21T07:16:48Z,AirQualityObserved,43.4548,-3.84957,116.0,20.0,,,13.5,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3001.csv
3044,2019-10-21T07:16:48Z,AirQualityObserved,43.4745,-3.81129,115.0,120.0,,,12.8,0.2,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3044.csv
3019,2019-10-21T07:16:27Z,AirQualityObserved,43.4769,-3.81202,101.0,123.0,,,14.5,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3019.csv
3018,2019-10-21T07:16:22Z,AirQualityObserved,43.4565,-3.81069,114.0,56.0,,,14.5,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3018.csv
3115,2019-10-21T07:16:17Z,AirQualityObserved,43.4647,-3.81526,83.0,49.0,,,18.1,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3115.csv
3111,2019-10-21T07:16:17Z,AirQualityObserved,43.4758,-3.78833,115.0,5.0,,,13.2,0.5,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3111.csv
3067,2019-10-21T07:16:17Z,AirQualityObserved,43.47,-3.82432,115.0,120.0,,,13.1,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3067.csv
3014,2019-10-21T07:16:07Z,AirQualityObserved,43.445,-3.85361,115.0,120.0,,,17.9,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3014.csv
3011,2019-10-21T07:15:57Z,AirQualityObserved,43.467,-3.83271,115.0,33.0,,,14.7,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3011.csv
3196,2019-10-21T07:15:57Z,AirQualityObserved,43.4682,-3.78866,108.0,0.0,,,20.1,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3196.csv
3105,2019-10-21T07:15:47Z,AirQualityObserved,39.2155,-4.78798,67.0,17.0,,,10.1,0.3,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3105.csv
3066,2019-10-21T07:15:32Z,AirQualityObserved,43.4589,-3.81047,115.0,120.0,,,15.1,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3066.csv
3017,2019-10-21T07:15:32Z,AirQualityObserved,43.4604,-3.81957,113.0,120.0,,,14.9,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3017.csv
3008,2019-10-21T07:14:56Z,AirQualityObserved,43.466,-3.82393,114.0,32.0,,,14.1,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3008.csv
3173,2019-10-21T07:14:56Z,AirQualityObserved,43.4621,-3.80046,116.0,55.0,,,30.7,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3173.csv
3026,2019-10-21T07:14:51Z,AirQualityObserved,43.4441,-3.85365,115.0,26.0,,,14.1,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3026.csv
3047,2019-10-21T07:14:51Z,AirQualityObserved,43.4556,-3.83376,115.0,120.0,,,16.7,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3047.csv
3020,2019-10-21T07:14:46Z,AirQualityObserved,43.4687,-3.77645,90.0,23.0,,,13.5,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3020.csv
3056,2019-10-21T07:14:46Z,AirQualityObserved,43.4689,-3.78776,115.0,119.0,,,13.7,0.2,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3056.csv
3058,2019-10-21T07:14:30Z,AirQualityObserved,43.4532,-3.82487,52.0,120.0,,,14.2,0.4,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3058.csv
3068,2019-10-21T07:14:10Z,AirQualityObserved,43.4617,-3.80443,73.0,64.0,,,17.5,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3068.csv
3123,2019-10-21T07:13:55Z,AirQualityObserved,43.453,-3.82143,115.0,118.0,,,22.2,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3123.csv
3122,2019-10-21T07:13:50Z,AirQualityObserved,43.4557,-3.83975,75.0,55.0,,,21.5,0.3,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3122.csv
3045,2019-10-21T07:13:44Z,AirQualityObserved,43.4628,-3.80844,115.0,120.0,,,15.5,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3045.csv
3107,2019-10-21T07:13:44Z,AirQualityObserved,43.4767,-3.79459,77.0,41.0,,,13.1,0.2,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3107.csv
3161,2019-10-21T07:13:24Z,AirQualityObserved,43.4621,-3.83944,54.0,33.0,,,12.0,0.4,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3161.csv
3059,2019-10-21T07:13:24Z,AirQualityObserved,43.441,-3.83619,115.0,89.0,,,13.9,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3059.csv
3103,2019-10-21T07:13:19Z,AirQualityObserved,43.4759,-3.79731,116.0,4.0,,,14.4,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3103.csv
3114,2019-10-21T07:13:14Z,AirQualityObserved,43.4678,-3.83485,115.0,119.0,,,27.4,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3114.csv
3052,2019-10-21T07:13:09Z,AirQualityObserved,43.4557,-3.81756,115.0,121.0,,,17.9,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3052.csv
3025,2019-10-21T07:13:09Z,AirQualityObserved,43.4612,-3.81004,114.0,25.0,,,15.3,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3025.csv
3152,2019-10-21T07:13:09Z,AirQualityObserved,43.4744,-3.81155,86.0,119.0,,,30.8,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3152.csv
3027,2019-10-21T07:12:38Z,AirQualityObserved,43.4553,-3.83429,57.0,5.0,,,13.6,0.2,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3027.csv
3125,2019-10-21T07:05:04Z,AirQualityObserved,43.4327,-3.83477,115.0,120.0,,,12.2,0.3,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3125.csv
3102,2019-10-20T13:15:32Z,AirQualityObserved,0.0,0.0,54.0,33.0,,,14.0,0.3,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3102.csv
3038,2019-10-18T07:18:15Z,AirQualityObserved,43.4481,-3.86853,115.0,6.0,,,13.5,0.2,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3038.csv
3109,2019-10-17T09:32:33Z,AirQualityObserved,40.9933,-5.64467,14.0,13.0,,,13.2,44.6,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3109.csv
3010,2019-10-07T13:33:06Z,AirQualityObserved,43.4359,-3.9092,402.0,78.0,,,27.5,97.4,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3010.csv
3021,2019-10-07T13:30:36Z,AirQualityObserved,43.4554,-3.83395,115.0,119.0,,,23.1,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3021.csv
3022,2019-09-21T21:59:34Z,AirQualityObserved,43.4553,-3.83398,115.0,10.0,,,24.7,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3022.csv
3048,2019-09-12T08:30:27Z,AirQualityObserved,43.4552,-3.83385,114.0,61.0,,,24.3,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3048.csv
3062,2019-08-27T07:16:06Z,AirQualityObserved,43.4554,-3.83428,115.0,109.0,,,28.0,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3062.csv
3155,2019-05-10T22:06:38Z,AirQualityObserved,43.4202,-3.8482,116.0,20.0,,,46.0,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3155.csv
3007,2019-03-22T19:11:54Z,AirQualityObserved,43.4615,-3.80975,116.0,12.0,,,14.6,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3007.csv
3169,2019-02-28T09:33:15Z,AirQualityObserved,43.4621,-3.83911,82.0,10.0,,,32.5,0.4,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3169.csv
3060,2019-02-07T07:56:38Z,AirQualityObserved,43.4554,-3.83431,116.0,67.0,,,11.0,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3060.csv
3072,2019-02-05T09:57:31Z,AirQualityObserved,43.452,-3.83223,116.0,120.0,,,19.2,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3072.csv
3120,2019-01-28T05:41:06Z,AirQualityObserved,43.4643,-3.83531,114.0,16.0,,,5.7,18.8,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3120.csv
3049,2019-01-23T22:32:13Z,AirQualityObserved,43.4554,-3.83363,113.0,104.0,,,6.3,0.2,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3049.csv
3108,2018-10-21T08:29:45Z,AirQualityObserved,43.4646,-3.8356,79.0,3.0,,,18.7,0.4,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3108.csv
3081,2018-09-12T18:26:33Z,AirQualityObserved,43.4673,-3.80611,212.0,592.0,,,23.5,12.7,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3081.csv
3177,2018-09-06T17:58:54Z,AirQualityObserved,43.4319,-3.83113,84.0,62.0,,,22.6,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3177.csv
3166,2018-07-28T08:54:38Z,AirQualityObserved,43.454,-3.86473,32.0,8.0,,,23.7,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3166.csv
3167,2018-07-16T06:35:55Z,AirQualityObserved,43.4649,-3.82449,42.0,32.0,,,17.7,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3167.csv
3080,2018-02-03T06:36:14Z,AirQualityObserved,43.4555,-3.83413,85.0,53.0,,,9.0,0.3,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3080.csv
3028,2018-01-18T13:08:03Z,AirQualityObserved,43.4411,-3.8878,60.0,105.0,,,12.2,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3028.csv
3033,2018-01-18T11:34:58Z,AirQualityObserved,43.4409,-3.88782,27.0,12.0,,,5.9,0.5,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3033.csv
3170,2017-10-30T07:30:07Z,AirQualityObserved,43.4619,-3.83923,115.0,42.0,,,30.2,0.1,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3170.csv
3003,2017-10-19T11:21:28Z,AirQualityObserved,43.4681,-3.7877,999.0,999.0,,,0.0,99.9,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3003.csv
3004,2017-10-19T11:21:28Z,AirQualityObserved,43.4555,-3.83401,999.0,999.0,,,0.0,99.9,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3004.csv
3070,2017-10-19T11:21:28Z,AirQualityObserved,43.4785,-3.80134,999.0,999.0,,,0.0,99.9,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3070.csv
3041,2017-10-19T11:21:12Z,AirQualityObserved,43.4562,-3.83317,999.0,999.0,,,0.0,99.9,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3041.csv
3029,2017-10-19T11:21:12Z,AirQualityObserved,43.4554,-3.83427,999.0,999.0,,,0.0,99.9,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3029.csv
3013,2017-10-19T11:20:31Z,AirQualityObserved,43.4556,-3.83373,999.0,999.0,,,0.0,99.9,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3013.csv
3071,2017-10-19T11:20:01Z,AirQualityObserved,43.4556,-3.83416,999.0,999.0,,,0.0,99.9,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3071.csv
3075,2017-10-19T11:20:01Z,AirQualityObserved,43.4627,-3.82352,999.0,999.0,,,0.0,99.9,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3075.csv
3040,2017-10-19T11:19:51Z,AirQualityObserved,43.4556,-3.83366,999.0,999.0,,,0.0,99.9,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3040.csv
3092,2017-10-19T11:19:45Z,AirQualityObserved,43.4685,-3.79757,999.0,999.0,,,0.0,99.9,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3092.csv
3012,2017-10-19T11:18:55Z,AirQualityObserved,43.4605,-3.82585,999.0,999.0,,,0.0,99.9,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3012.csv
3043,2017-10-19T11:18:14Z,AirQualityObserved,43.4586,-3.85141,999.0,999.0,,,0.0,99.9,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3043.csv
3172,2017-10-19T10:21:50Z,AirQualityObserved,43.4238,-3.85676,999.0,999.0,,,200.0,99.9,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3172.csv
3117,2017-10-16T01:46:09Z,AirQualityObserved,43.4677,-3.83619,999.0,999.0,,,200.0,99.9,,,,http://datos.santander.es/api/datos/sensores_smart_mobile/3117.csv
